Vserver Type,Partition Name,Vserver State,Vserver State Timestamp,Vserver IP Address,Vserver Name,Hostname,Display Name,Vserver Health,App Security,Vserver Effective State,Vserver Port
SSL,,Up,"48 days, 18h : 27m : 43s",10.82.134.16,vm1,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,443
SSL,,Down,"6 days, 16h : 05m : 43s",10.82.134.24,vm2,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,18443
TCP,,Out of Service,"4 days, 21h : 06m : 46s",10.82.134.6,vm3,nhqnscab5a,10.86.90.101-10.86.90.102,50,,DOWN,7520
SSL,,Up,"146 days, 17h : 24m : 20s",10.82.134.5,vm4,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.130,vm5,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.21,vm6,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Up,"146 days, 17h : 24m : 20s",10.82.134.5,vm7,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL,,Down,"149 days, 20h : 46m : 07s",0.0.0.0,vm8,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,0
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.253,vm9,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm10,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,5443
HTTP,,Up,"146 days, 17h : 24m : 20s",10.82.134.14,vm11,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL_BRIDGE,,Down,"146 days, 17h : 35m : 24s",192.168.1.1,vm12,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.6,vm13,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Out of Service,"46 days, 01h : 47m : 58s",10.82.134.14,vm14,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.19,vm15,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Up,"146 days, 17h : 24m : 20s",10.82.134.13,vm16,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,7520
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.12,vm17,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm18,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.88,vm19,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Out of Service,00h : 00m : 26s,10.82.134.17,vm20,nhqnscab5a,10.86.90.101-10.86.90.102,67,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.13,vm21,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.251,vm22,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
TCP,,Out of Service,00h : 00m : 11s,10.82.134.16,vm23,nhqnscab5a,10.86.90.101-10.86.90.102,67,,DOWN,4447
SSL_TCP,,Out of Service,00h : 00m : 11s,10.247.216.48,vm24,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,6514
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.6,vm25,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm26,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,4903
HTTP,,Down,"110 days, 08h : 25m : 27s",10.82.134.40,vm27,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"110 days, 08h : 25m : 27s",10.82.134.18,vm28,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.88.96.143,vm29,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"110 days, 08h : 26m : 45s",10.82.138.20,vm30,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,80
HTTP,,Out of Service,"118 days, 18h : 58m : 14s",10.82.134.247,vm31,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,80
SSL_BRIDGE,,Out of Service,"46 days, 01h : 48m : 10s",10.82.134.20,vm32,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,10550
SSL,,Down,"149 days, 20h : 46m : 07s",10.82.138.12,vm33,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm34,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.253,vm35,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.88.96.145,vm36,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Up,"111 days, 19h : 21m : 25s",10.82.134.16,vm37,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,80
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.12,vm38,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
HTTP,,Out of Service,00h : 00m : 15s,10.82.134.252,vm39,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,80
HTTP,,Up,"70 days, 15h : 37m : 47s",10.82.134.17,vm40,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.247.216.48,vm41,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.249,vm42,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL_BRIDGE,,Out of Service,"4 days, 21h : 07m : 09s",10.82.134.20,vm43,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,443
TCP,,Down,"146 days, 17h : 35m : 24s",10.82.134.30,vm44,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,25
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.8,vm45,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.254,vm46,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
UDP,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm47,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm48,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,4889
SSL,,Down,"146 days, 17h : 35m : 24s",192.168.1.30,vm49,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Up,"48 days, 18h : 27m : 42s",10.82.134.17,vm50,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,4447
HTTP,,Down,"110 days, 08h : 21m : 02s",10.82.134.248,vm51,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Up,"32 days, 15h : 18m : 40s",10.82.134.7,vm52,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,443
HTTP,,Out of Service,"4 days, 21h : 06m : 35s",10.82.134.8,vm53,nhqnscab5a,10.86.90.101-10.86.90.102,50,,DOWN,80
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.2,vm54,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.251,vm55,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.15,vm56,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm57,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Out of Service,"4 days, 21h : 06m : 58s",10.86.90.150,vm58,nhqnscab5a,10.86.90.101-10.86.90.102,50,,DOWN,80
HTTP,,Up,"80 days, 16h : 57m : 28s",10.82.134.1,vm59,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.249,vm60,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm61,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
ANY,,Out of Service,"46 days, 01h : 48m : 22s",10.82.134.20,vm62,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,65535
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.2,vm63,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Down,"146 days, 17h : 35m : 24s",10.82.134.150,vm64,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,636
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.23,vm65,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Up,"146 days, 17h : 24m : 20s",10.82.134.7,vm66,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL,,Down,"110 days, 08h : 25m : 27s",0.0.0.0,vm67,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
SSL,,Up,"146 days, 17h : 24m : 20s",10.82.134.1,vm68,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,443
HTTP,,Up,"4 days, 07h : 11m : 45s",10.82.134.18,vm69,nhqnscab5a,10.86.90.101-10.86.90.102,50,,UP,80
HTTP,,Down,"110 days, 08h : 22m : 10s",10.82.138.11,vm70,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,80
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.13,vm71,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"110 days, 08h : 25m : 27s",0.0.0.0,vm72,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Out of Service,"46 days, 01h : 47m : 46s",10.82.134.22,vm73,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.15,vm74,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"117 days, 18h : 42m : 28s",10.82.134.254,vm75,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Out of Service,"46 days, 01h : 47m : 35s",10.82.134.22,vm76,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,443
SSL,,Up,"48 days, 18h : 27m : 43s",10.82.134.16,vm77,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,443
SSL,,Down,"6 days, 16h : 05m : 43s",10.82.134.24,vm78,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,18443
TCP,,Out of Service,"4 days, 21h : 06m : 46s",10.82.134.6,vm79,nhqnscab5a,10.86.90.101-10.86.90.102,50,,DOWN,7520
SSL,,Up,"146 days, 17h : 24m : 20s",10.82.134.5,vm80,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.130,vm81,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.21,vm82,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Up,"146 days, 17h : 24m : 20s",10.82.134.5,vm83,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL,,Down,"149 days, 20h : 46m : 07s",0.0.0.0,vm84,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,0
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.253,vm85,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm86,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,5443
HTTP,,Up,"146 days, 17h : 24m : 20s",10.82.134.14,vm87,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL_BRIDGE,,Down,"146 days, 17h : 35m : 24s",192.168.1.1,vm88,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.6,vm89,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Out of Service,"46 days, 01h : 47m : 58s",10.82.134.14,vm90,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.19,vm91,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Up,"146 days, 17h : 24m : 20s",10.82.134.13,vm92,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,7520
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.12,vm93,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm94,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.88,vm95,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Out of Service,00h : 00m : 26s,10.82.134.17,vm96,nhqnscab5a,10.86.90.101-10.86.90.102,67,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.13,vm97,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.251,vm98,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
TCP,,Out of Service,00h : 00m : 11s,10.82.134.16,vm99,nhqnscab5a,10.86.90.101-10.86.90.102,67,,DOWN,4447
SSL_TCP,,Out of Service,00h : 00m : 11s,10.247.216.48,vm100,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,6514
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.6,vm101,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm102,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,4903
HTTP,,Down,"110 days, 08h : 25m : 27s",10.82.134.40,vm103,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"110 days, 08h : 25m : 27s",10.82.134.18,vm104,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.88.96.143,vm105,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"110 days, 08h : 26m : 45s",10.82.138.20,vm106,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,80
HTTP,,Out of Service,"118 days, 18h : 58m : 14s",10.82.134.247,vm107,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,80
SSL_BRIDGE,,Out of Service,"46 days, 01h : 48m : 10s",10.82.134.20,vm108,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,10550
SSL,,Down,"149 days, 20h : 46m : 07s",10.82.138.12,vm109,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm110,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.253,vm111,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.88.96.145,vm112,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Up,"111 days, 19h : 21m : 25s",10.82.134.16,vm113,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,80
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.12,vm114,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
HTTP,,Out of Service,00h : 00m : 15s,10.82.134.252,vm115,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,80
HTTP,,Up,"70 days, 15h : 37m : 47s",10.82.134.17,vm116,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.247.216.48,vm117,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.249,vm118,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL_BRIDGE,,Out of Service,"4 days, 21h : 07m : 09s",10.82.134.20,vm119,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,443
TCP,,Down,"146 days, 17h : 35m : 24s",10.82.134.30,vm120,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,25
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.8,vm121,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.254,vm122,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
UDP,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm123,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm124,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,4889
SSL,,Down,"146 days, 17h : 35m : 24s",192.168.1.30,vm125,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Up,"48 days, 18h : 27m : 42s",10.82.134.17,vm126,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,4447
HTTP,,Down,"110 days, 08h : 21m : 02s",10.82.134.248,vm127,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Up,"32 days, 15h : 18m : 40s",10.82.134.7,vm128,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,443
HTTP,,Out of Service,"4 days, 21h : 06m : 35s",10.82.134.8,vm129,nhqnscab5a,10.86.90.101-10.86.90.102,50,,DOWN,80
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.2,vm130,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.251,vm131,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.15,vm132,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm133,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Out of Service,"4 days, 21h : 06m : 58s",10.86.90.150,vm134,nhqnscab5a,10.86.90.101-10.86.90.102,50,,DOWN,80
HTTP,,Up,"80 days, 16h : 57m : 28s",10.82.134.1,vm135,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.249,vm136,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm137,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
ANY,,Out of Service,"46 days, 01h : 48m : 22s",10.82.134.20,vm138,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,65535
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.2,vm139,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Down,"146 days, 17h : 35m : 24s",10.82.134.150,vm140,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,636
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.23,vm141,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Up,"146 days, 17h : 24m : 20s",10.82.134.7,vm142,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL,,Down,"110 days, 08h : 25m : 27s",0.0.0.0,vm143,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
SSL,,Up,"146 days, 17h : 24m : 20s",10.82.134.1,vm144,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,443
HTTP,,Up,"4 days, 07h : 11m : 45s",10.82.134.18,vm145,nhqnscab5a,10.86.90.101-10.86.90.102,50,,UP,80
HTTP,,Down,"110 days, 08h : 22m : 10s",10.82.138.11,vm146,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,80
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.13,vm147,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"110 days, 08h : 25m : 27s",0.0.0.0,vm148,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Out of Service,"46 days, 01h : 47m : 46s",10.82.134.22,vm149,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.15,vm150,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"117 days, 18h : 42m : 28s",10.82.134.254,vm151,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Out of Service,"46 days, 01h : 47m : 35s",10.82.134.22,vm152,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,443
SSL,,Up,"48 days, 18h : 27m : 43s",10.82.134.16,vm153,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,443
SSL,,Down,"6 days, 16h : 05m : 43s",10.82.134.24,vm154,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,18443
TCP,,Out of Service,"4 days, 21h : 06m : 46s",10.82.134.6,vm155,nhqnscab5a,10.86.90.101-10.86.90.102,50,,DOWN,7520
SSL,,Up,"146 days, 17h : 24m : 20s",10.82.134.5,vm156,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.130,vm157,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.21,vm158,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Up,"146 days, 17h : 24m : 20s",10.82.134.5,vm159,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL,,Down,"149 days, 20h : 46m : 07s",0.0.0.0,vm160,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,0
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.253,vm161,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm162,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,5443
HTTP,,Up,"146 days, 17h : 24m : 20s",10.82.134.14,vm163,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,80
SSL_BRIDGE,,Down,"146 days, 17h : 35m : 24s",192.168.1.1,vm164,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.6,vm165,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Out of Service,"46 days, 01h : 47m : 58s",10.82.134.14,vm166,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.19,vm167,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
TCP,,Up,"146 days, 17h : 24m : 20s",10.82.134.13,vm168,nhqnscab5a,10.86.90.101-10.86.90.102,100,,UP,7520
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.12,vm169,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm170,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.88,vm171,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Out of Service,00h : 00m : 26s,10.82.134.17,vm172,nhqnscab5a,10.86.90.101-10.86.90.102,67,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.13,vm173,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.251,vm174,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
TCP,,Out of Service,00h : 00m : 11s,10.82.134.16,vm175,nhqnscab5a,10.86.90.101-10.86.90.102,67,,DOWN,4447
SSL_TCP,,Out of Service,00h : 00m : 11s,10.247.216.48,vm176,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,6514
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.6,vm177,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.82.134.4,vm178,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,4903
HTTP,,Down,"110 days, 08h : 25m : 27s",10.82.134.40,vm179,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"110 days, 08h : 25m : 27s",10.82.134.18,vm180,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
SSL,,Down,"146 days, 17h : 35m : 24s",10.88.96.143,vm181,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Down,"110 days, 08h : 26m : 45s",10.82.138.20,vm182,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,80
HTTP,,Out of Service,"118 days, 18h : 58m : 14s",10.82.134.247,vm183,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,80
SSL_BRIDGE,,Out of Service,"46 days, 01h : 48m : 10s",10.82.134.20,vm184,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,10550
SSL,,Down,"149 days, 20h : 46m : 07s",10.82.138.12,vm185,nhqnscab6b,10.86.90.111-10.86.90.112,0,,DOWN,443
HTTP,,Down,"146 days, 17h : 35m : 24s",0.0.0.0,vm186,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,0
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.253,vm187,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
SSL,,Down,"146 days, 17h : 35m : 24s",10.88.96.145,vm188,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,443
HTTP,,Up,"111 days, 19h : 21m : 25s",10.82.134.16,vm189,nhqnscab5a,10.86.90.101-10.86.90.102,67,,UP,80
HTTP,,Down,"146 days, 17h : 35m : 24s",10.82.134.12,vm190,nhqnscab5a,10.86.90.101-10.86.90.102,0,,DOWN,80
HTTP,,Out of Service,00h : 00m : 15s,10.82.134.252,vm191,nhqnscab5a,10.86.90.101-10.86.90.102,100,,DOWN,80
